Neighborhood,Reference,Distance
random,training,3.1329912545684793
random,training,3.1514888126947427
random,training,3.1357252873611525
random,training,3.0932033071158678
random,training,3.046616433990239
random,training,3.016021112826845
random,training,2.958800726675287
random,training,2.945588606608827
random,training,2.994018661385187
random,training,3.0392216099035596
random,training,3.1185800976110682
random,training,3.070808193432839
random,training,2.984095983382644
random,training,3.0023592020338254
random,training,3.105414443169983
random,training,2.995275534610024
random,training,2.9026469311705916
random,training,2.916104612859836
random,training,2.886249997527946
random,training,2.889386236735098
random,training,2.892543937799346
random,training,2.8929507452969596
random,training,2.945481446760107
random,training,2.9189215827550288
random,training,2.9052755421784466
random,training,2.917095959946953
random,training,2.8935108974841226
random,training,2.924976871125141
random,training,2.8859804163539207
random,training,2.827197579395658
random,training,2.8583830707378333
random,training,2.923064863250104
random,training,2.994059713097954
random,training,2.998726123557661
random,training,3.048199377971272
random,training,3.0126286001467513
random,training,3.0543698780035475
random,training,2.9591495316857612
random,training,2.980798308230951
random,training,2.954100290759616
random,training,2.922483603755345
random,training,2.9522262084504227
random,training,2.937130926657645
random,training,2.9252784808395127
random,training,2.943365138021107
random,training,2.9955386772914805
random,training,2.983188689132335
random,training,3.039267643287678
random,training,3.0060170335704712
random,training,3.060779258990851
random,training,3.085445897463475
random,training,3.1039435775085362
random,training,3.1328614345657404
random,training,3.074920106224854
random,training,3.056008146165996
random,training,3.087275894594818
random,training,3.058975607763316
random,training,3.025622306774528
random,training,3.0811145763240297
random,training,2.9983014909577235
random,training,3.0810732373741003
random,training,3.059701502773141
random,training,3.0309944107917106
random,training,3.0132130030412867
random,training,2.9680651879244304
random,training,3.0025549985326005
random,training,3.016884673302637
random,training,2.9918404605298003
random,training,3.0357907299199547
random,training,3.0366796903101956
random,training,3.0650443930207105
random,training,3.0655005376202733
random,training,3.100547970638329
random,training,3.086957085418486
random,training,3.023624661113592
random,training,2.971309736013822
random,training,3.000908667256104
random,training,3.0274306641145428
random,training,3.016239833261595
random,training,3.0627114893460172
random,training,3.0861175184286243
random,training,3.0658632381048574
random,training,3.0754716805425706
random,training,3.0947500036582536
random,training,3.0691998918090557
random,training,3.073462492771155
random,training,2.960417311589658
random,training,3.0076547773750324
random,training,3.0404584222898423
random,training,3.0706563043748503
random,training,3.052583839617688
random,training,3.0680201345756926
random,training,3.0593217561125625
random,training,3.0430323299916124
random,training,3.012527151065555
random,training,3.1132782100665706
random,training,3.075331147486047
random,training,2.9768415001592734
random,training,2.944108133321807
random,training,2.9031676188415507
random,training,2.8709256136564414
random,training,2.8680480792063334
random,training,2.961981601029147
random,training,2.9860733622052913
random,training,2.989719686203468
random,training,3.0999446646580107
random,training,3.163595339475358
random,training,3.161467442499595
random,training,3.170258478464784
random,training,3.0930605601047283
random,training,3.095682109655089
random,training,3.0941122588737096
random,training,3.1262315362342066
random,training,3.0970329637734086
random,training,3.094560292796962
random,training,3.1081838092715306
random,training,3.1282063523983323
random,training,3.1052111357755283
random,training,3.135000308733079
random,training,3.0804187738366733
random,training,3.095076876465768
random,training,3.1732968401466706
random,training,3.099030117919184
random,training,3.1060234663190864
random,training,3.1278107104743684
random,training,3.0923830638223735
random,training,3.1087189156441837
random,training,3.120410347482098
random,training,3.0805882607954023
random,training,3.0217271500215817
random,training,3.0100168283415822
random,training,3.0344768881376756
random,training,3.0808191558451123
random,training,3.050497949982024
random,training,3.054434291017117
random,training,3.084910764068968
random,training,3.093381865104572
random,training,3.062644321744251
random,training,3.0835392351096953
random,training,3.03159535817186
random,training,3.007600851276966
random,training,3.029876354506951
random,training,2.9417142816069117
random,training,2.9383627752490367
random,training,2.92308530941891
random,training,2.960002955396419
random,training,2.916936204296501
random,training,2.9083485204928508
random,training,2.896982446350904
random,training,2.850338783377154
random,training,2.9375079515763542
random,training,2.9531130704602577
random,training,2.9352081052361734
random,training,2.959024083128098
random,training,2.9342662896085785
random,training,2.9743762340997635
random,training,2.984406430895804
random,training,2.972972947533433
random,training,2.9772118155353415
random,training,2.977196240913776
random,training,3.0335281410928285
random,training,3.0732704971748763
random,training,3.074847170480701
random,training,3.064544548542198
random,training,3.034520323347798
random,training,3.055352022019627
random,training,3.051358839655486
random,training,3.0074381473840277
random,training,2.9870743278051544
random,training,2.9307068958340174
random,training,2.952516644980193
random,training,2.9511984426972684
random,training,2.9245696481319583
random,training,2.9626883518365834
random,training,2.978640047625786
random,training,2.9365490659844395
random,training,3.014169983320122
random,training,3.0678860398475813
random,training,3.0535052725042804
random,training,3.001404237216946
random,training,3.026733810926398
random,training,3.0809290523440582
random,training,3.0737181110865612
random,training,3.069691536747574
random,training,3.048311948301453
random,training,3.075515505264687
random,training,3.0445137417070236
random,training,3.0502869661353316
random,training,3.0546205935924506
random,training,3.1015281018575074
random,training,3.139226725923789
random,training,3.0708578102479134
random,training,3.120245266642421
random,training,3.096169074967829
random,training,3.1492797737181544
random,training,3.1747116019977604
random,training,3.1271713631382014
random,training,3.132097750168427
random,training,3.1248972772121233
random,training,3.0834187312963524
random,training,3.0491126184359576
random,training,3.0294550310080903
random,training,3.048348825579202
random,training,2.9880988644115236
random,training,3.032700453065228
random,training,3.0332903536716116
random,training,2.9813918734094518
random,training,3.0158397570115807
random,training,2.9876542121851513
random,training,3.0018799812816455
random,training,2.9999717760067455
random,training,2.995745448918027
random,training,3.0302006665495362
random,training,3.0414262673424877
random,training,3.1129287715651315
random,training,3.0767162038127185
random,training,3.076209521814738
random,training,3.0790069682634
random,training,3.062010310561277
random,training,3.012365020614656
random,training,2.991322031843039
random,training,2.982278662569549
random,training,2.958924027130123
random,training,2.9813900799933286
random,training,3.00500810758182
random,training,3.0347649155819107
random,training,3.0247881961594776
random,training,3.098609502357371
random,training,3.0902541789739386
random,training,3.1325362059651765
random,training,3.1140495313082197
random,training,3.095882781140208
random,training,3.1277907371482723
random,training,3.1066655933845237
random,training,3.0449153083679743
random,training,3.0318335574343447
random,training,3.007876122529608
random,training,3.0294563377100934
random,training,3.0386567686924257
random,training,2.9617696108675426
random,training,3.0423901442799566
random,training,3.067245005386986
random,training,3.076125164853679
random,training,3.089075445286107
random,training,3.079078664009616
random,training,3.009023193054385
random,training,3.0465207595577755
random,training,3.0231083915335204
random,training,3.087712823492928
random,training,3.1164309609581955
random,training,3.088843667890123
random,training,3.071201211661034
random,training,3.0645404761342387
random,training,3.0267662739111008
random,training,3.0931098898746234
random,training,3.091290764434128
random,training,3.0704042065138077
random,training,3.077118982493354
random,training,3.069425063427358
random,training,3.1510016950884023
random,training,3.083003880064411
random,training,3.078221334988648
random,training,3.0658028097190195
random,training,3.0778221981353635
random,training,3.0872683838811525
random,training,3.1799228606714753
random,training,3.13933529429644
random,training,3.100588118961957
random,training,3.0795611739602013
random,training,3.0548085609630093
random,training,3.1245663905072845
random,training,3.147183492623631
random,training,3.1477206434974545
random,training,3.1581823055012075
random,training,3.1405430248070125
random,training,3.085208571258521
random,training,3.079965807727563
random,training,3.0453745766514033
random,training,3.1632431591746326
random,training,3.141457627989376
random,training,3.176478786897457
random,training,3.188505538378584
random,training,3.1967930350873446
random,training,3.1943345755716193
random,training,3.21224706240213
random,training,3.15739464864848
random,training,3.169045471517597
random,training,3.0814241168722636
random,training,3.0572002814883774
random,training,3.050854599497132
random,training,3.020047223490894
random,training,3.024062610301624
random,training,3.1133376691018593
random,training,3.0342736606737812
random,training,3.055846094120936
random,training,3.0221966691628435
random,training,3.05856441248745
random,training,3.1108873743877665
random,training,3.1842302254752224
random,training,3.1295435490457426
random,training,3.105237964847013
random,training,3.137260526299067
random,training,3.092199160980964
random,training,3.1130958693691237
random,training,3.156463340769692
random,training,3.05991241907117
random,training,3.093427302265809
random,training,3.075704970061666
random,training,3.091245314343289
random,training,3.137336336206275
random,training,3.1130935238950252
random,training,3.039285914307036
random,training,3.0100354056831407
random,training,3.096177548796821
random,training,3.087657303069496
random,training,3.0100052993186
random,training,3.0469933577040575
random,training,3.0239957874212724
random,training,3.0827237910173637
random,training,3.108267153518926
random,training,3.0970089708965856
random,training,3.1275469917697625
random,training,3.167768936310915
random,training,3.1374586958014716
random,training,3.1525183808136465
random,training,3.147009580792495
random,training,3.1478863553764937
random,training,3.140530749533966
random,training,3.1590953877698578
random,training,3.186118989824966
random,training,3.131579843012817
random,training,3.1292526471121285
random,training,3.1975860061251677
random,training,3.1506263177695457
random,training,3.2017576760106703
random,training,3.1344416157782704
random,training,3.1086167535628904
random,training,3.148968527432186
random,training,3.052627220891954
random,training,3.0347163459209594
random,training,3.12773948902789
random,training,3.1458584392973568
random,training,3.097850795620002
random,training,3.0614695221109
random,training,3.0579941933289514
random,training,3.04237680135821
random,training,3.084605313977408
random,training,3.1694195206994
random,training,3.1378223214871057
random,training,3.0520487273796273
random,training,2.989401788809752
random,training,3.053168182269515
random,training,3.067262105496787
random,training,3.0857530620971043
random,training,3.0342492911847554
random,training,3.00244910548952
random,training,3.088143407468854
random,training,3.107637405907791
random,training,3.117278025041645
random,training,3.1190736226005757
random,training,3.0975635879744634
random,training,3.1238165400666333
random,training,3.085724341431417
random,training,3.099159468866418
random,training,3.0115450961373234
random,training,3.0353070948878873
random,training,2.976858813350268
random,training,3.0632840940925417
random,training,3.0530728269042675
random,training,3.017557657250661
random,training,3.166207671509712
random,training,3.1505695543340697
random,training,3.136658040286328
random,training,3.0838341781282663
random,training,3.101502051659243
random,training,3.103393026487293
random,training,3.068761998708966
random,training,3.044576517895223
random,training,3.0268163144497398
random,training,3.125282322796464
random,training,3.0915236576521234
random,training,3.1394941054489873
random,training,3.0045945854601386
random,training,2.965635276378565
random,training,2.989019373899928
random,training,3.0407144686025402
random,training,3.0216707464892267
random,training,3.1436726584080774
random,training,3.1539111905263764
random,training,3.1142689916747264
random,training,3.103063809037439
random,training,3.072343681548044
random,training,3.130201027263435
random,training,3.19181473147258
random,training,3.191179161175296
random,training,3.175359642231302
random,training,3.145001964728175
random,training,3.082728128266237
random,training,3.111474108178359
random,training,3.0863544336350075
random,training,3.0803292067252452
random,training,3.096626813843949
random,training,3.0536751868730914
random,training,3.0599644138389084
random,training,3.0488179574136165
random,training,3.0986771516171774
random,training,3.0932299646670516
random,training,3.0728744084046413
random,training,3.0369684955401386
random,training,3.051589613210211
random,training,3.153056205624904
random,training,3.1931583958981893
random,training,3.168627683866809
random,training,3.185176734480695
random,training,3.162254075849991
random,training,3.142421802494379
random,training,3.1534364265683426
random,training,3.106226164748861
random,training,3.130331187425287
random,training,3.16337679397024
random,training,3.0964471641251157
random,training,3.101138664677298
random,training,3.199741367042654
random,training,3.1719603194257275
random,training,3.0986316373055574
random,training,3.05065525649623
random,training,3.0193196476629725
random,training,2.997420658876917
random,training,3.016095032543593
random,training,3.073160543381616
random,training,3.0823820629409
random,training,3.1250057029529223
random,training,3.1027918635476026
random,training,3.0969929353189167
random,training,3.0023811266157567
random,training,2.8713055318002483
random,training,2.885177821123246
random,training,2.9938432374740516
random,training,2.9616034434867093
random,training,2.982344151187003
random,training,3.037122092587665
random,training,3.1132796298321064
random,training,3.1725336132688136
random,training,3.135439201377297
random,training,3.1748328849102307
random,training,3.102351904604902
random,training,3.145632093523305
random,training,3.1125854214089355
random,training,3.0868583273525916
random,training,3.043905017461518
random,training,3.051921825744823
random,training,3.0605991683636233
random,training,3.0580156115765735
random,training,2.9528111723173374
random,training,2.931658400295427
random,training,2.9446453090814426
random,training,2.9849762489931346
random,training,2.9752277374788565
random,training,2.9936178788317465
random,training,3.0577304122505047
random,training,3.03537027621902
random,training,2.997590381494068
random,training,3.061592272943981
random,training,3.0941609569570288
random,training,3.0478224376482603
random,training,2.925732040377018
random,training,2.94620632509245
random,training,3.0062253663693026
random,training,3.02427986166017
random,training,3.0433330258771663
random,training,3.0564390988978913
random,training,3.0190739996905633
random,training,3.044395935572133
random,training,3.0683188238375494
random,training,3.061529497667264
random,training,3.0772824714908267
random,training,3.1384033066069565
random,training,3.115896006651181
random,training,3.136576627927583
random,training,3.1022055845160796
random,training,3.094372575838753
random,training,3.169831393907657
random,training,3.154909747312345
random,training,3.202706079088959
random,training,3.1302990392212156
random,training,3.1479813102473404
random,training,3.1704075680919948
random,training,3.122576050505356
random,training,3.1451247289671924
random,training,3.0842219746009083
random,training,3.118223288494616
random,training,3.1550823496962606
random,training,3.1895208007639666
random,training,3.1330500472559133
random,training,3.117909842504537
random,training,3.1396984225995874
random,training,3.1224845815223654
random,training,3.1367758381461455
random,training,3.1474668460288187
random,training,3.125817079401486
random,training,3.034684589767157
random,training,3.030006481103101
random,training,3.0727660199663767
random,training,3.035529089505236
random,training,3.0049252785413376
random,training,3.020398668244008
random,training,3.090974327359516
random,training,3.12757114088482
random,training,3.1412166390732637
random,training,3.128656033640213
random,training,3.118634184398547
random,training,3.2054224161478313
random,training,3.1823069017523977
random,training,3.2179020565430214
random,training,3.2106887307039442
random,training,3.1864579772729886
random,training,3.194694958512741
random,training,3.179606872299788
random,training,3.1719809517866158
random,training,3.156624942458939
random,training,3.197287474629241
random,training,3.2106353363735693
random,training,3.189785184790081
random,training,3.195479282686041
random,training,3.2022905735442166
random,training,3.155832726572026
random,training,3.1336213128399697
random,training,3.101856242563918
random,training,3.085294981204562
random,training,2.9904218888907237
random,training,3.0534958741586973
random,training,3.0735426461264606
random,training,3.0335696144642124
random,training,3.12402821959386
random,training,3.1146041408167315
random,training,3.061488521638384
random,training,3.011533817086281
random,training,3.0199099067769875
random,training,3.0058467426294198
random,training,2.9857538940533783
random,training,3.040833824645732
random,training,3.00962608240165
random,training,3.0951052160430965
random,training,3.108368602766301
random,training,3.017742488318459
random,training,2.9835252250324813
random,training,3.032467345420749
random,training,3.0067593013953346
random,training,2.97440853695541
random,training,2.963240584633642
random,training,2.9599889059988866
random,training,3.016842715680619
random,training,3.074582453136099
random,training,3.1371084557070112
random,training,3.169456460384086
random,training,3.151776442193519
random,training,3.171747438760522
random,training,3.152992044336186
random,training,3.1160224957319405
random,training,3.072044206594997
random,training,3.152842018526881
random,training,3.137197739389415
random,training,3.138825459793961
random,training,3.207593590153432
random,training,3.1934534526175735
random,training,3.2556326322230116
random,training,3.1585313400355415
random,training,3.092137966584853
random,training,3.1253944449214064
random,training,3.1732374401917607
random,training,3.241921138653238
random,training,3.198416600096776
random,training,3.154605658034262
random,training,3.064092971121104
random,training,2.9967362596141514
random,training,3.004242231066346
random,training,3.054531984990975
random,training,3.024481765114297
random,training,3.0701842419761887
random,training,3.031228005647178
random,training,3.0502358472595885
random,training,2.9903661862095037
random,training,2.8984472134103902
random,training,2.8184449696456952
random,training,2.874831239400333
random,training,2.991762823780851
random,training,2.97693285581699
random,training,3.076538225038359
random,training,3.05793114468886
random,training,2.9912092917804967
random,training,2.9894653581541717
random,training,3.035244229507139
random,training,3.0131652734698213
random,training,2.9721871207731603
random,training,2.958830920565047
random,training,3.002574063598889
random,training,2.97143825470088
random,training,2.9182079298302934
random,training,2.890572803868294
random,training,2.992974358187128
random,training,3.0297282478155307
random,training,2.9759159791113245
random,training,2.9998112764963762
random,training,2.9658233285697992
random,training,2.9616260219019224
random,training,2.976904234774161
random,training,2.98484321624203
random,training,2.925048313741061
random,training,2.9877729222711964
random,training,3.0242775177926613
random,training,3.035101641846229
random,training,3.143268212500566
random,training,3.0589280073664615
random,training,3.034893551767084
random,training,3.06179434161015
random,training,3.079649041133178
random,training,3.146207511243954
random,training,3.190911762313782
random,training,3.15231811643021
random,training,3.1841362141136806
random,training,3.145068032463252
random,training,3.1125804500001117
random,training,3.105066109821956
random,training,3.063669183001529
random,training,3.1173952653551043
random,training,3.1267550698716384
random,training,3.154270294973238
random,training,3.1612627115004206
random,training,3.173687899828686
random,training,3.0437352294087616
random,training,3.0407261349962122
random,training,3.037563481991525
random,training,2.9735181896106067
random,training,2.97294482640768
random,training,3.094931893714829
random,training,3.0997662470413956
random,training,3.047113591898193
random,training,3.094425368954696
random,training,3.0597420053097117
random,training,3.052370385134256
random,training,3.0080981837872662
random,training,3.1079814573236355
random,training,3.1086425612195425
random,training,3.1079799857890036
random,training,3.106440109440679
random,training,3.0413496297752234
random,training,2.980145178188703
random,training,2.9749454891944116
random,training,3.010795858363215
random,training,3.0442685244890146
random,training,3.0914056767865605
random,training,3.138470659738717
random,training,3.101701175506758
random,training,3.0901267113255724
random,training,3.0911467827273578
random,training,3.0468899628119432
random,training,3.0934173985589712
random,training,3.1265056543167655
random,training,3.189049004935535
random,training,3.1626161306765965
random,training,3.2087823772342112
random,training,3.1831910502591088
random,training,3.1608053225304924
random,training,3.0900584035620606
random,training,3.0646817427902193
random,training,3.08052165778229
random,training,3.0572714853144873
random,training,2.974877293976066
random,training,3.0266998649137484
random,training,3.0004853306348833
random,training,2.9625026101703567
random,training,3.018069430981214
random,training,3.0289390532280396
random,training,3.0416234570110277
random,training,3.0537326124932798
random,training,3.1384000006968926
random,training,3.1269236979586337
random,training,3.0870392223452403
random,training,3.074068383125797
random,training,3.160281603747537
random,training,3.1381310179580657
random,training,3.1209588546636535
random,training,2.999540745982547
random,training,2.9122914649772143
random,training,2.9792866001836695
random,training,3.0526512482445596
random,training,2.9467397340495007
random,training,2.993935176198373
random,training,3.015625291018626
random,training,3.0132090472840334
random,training,3.0255451980991457
random,training,3.0601540024950604
random,training,3.0641595358116667
random,training,3.0296799743150626
random,training,3.0447920826810457
random,training,3.089600649428322
random,training,3.122325239183453
random,training,3.1336401426252176
random,training,3.131633142484176
random,training,3.1035663383716834
random,training,3.145655451597317
random,training,3.094919824292867
random,training,3.068771176098374
random,training,3.0614790357096338
random,training,3.0825788784090484
random,training,3.0580104606307925
random,training,2.9969094861464587
random,training,2.9694827306322535
random,training,2.9944740971664596
random,training,3.061079534695431
random,training,3.1234749954219274
random,training,3.14504706988802
random,training,3.1751507322168284
random,training,3.2019298600429664
random,training,3.2055606248613766
random,training,3.166805827803637
random,training,3.115607037826395
random,training,3.1571266843202013
random,training,3.1455015375271715
random,training,3.069140412722531
random,training,3.09284521685335
random,training,3.1269215882546324
random,training,3.0686070705948714
random,training,3.0262865430736876
random,training,3.004744126954289
random,training,2.983531920998641
random,training,2.9372623302923357
random,training,2.961369385577717
random,training,2.9377388841127736
random,training,2.962939194180012
random,training,2.901236604412647
random,training,2.8673341056107047
random,training,2.950277565456221
random,training,2.9611887214936674
random,training,2.949084594116119
random,training,2.989244665674065
random,training,3.0393269946636208
random,training,3.0571642376168353
random,training,2.993611456153066
random,training,2.972429041944222
random,training,3.019913996696406
random,training,3.03628284755859
random,training,3.110364647206312
random,training,3.0465100199339616
random,training,3.034998226435537
random,training,3.0711905991469965
random,training,2.9860373245991134
random,training,3.0040962587394655
random,training,3.052651092236811
random,training,3.0422066156794374
random,training,3.0504582504436173
random,training,3.081790221075689
random,training,3.111320482560785
random,training,3.123561611395865
random,training,3.097015381868278
random,training,3.1184801992282916
random,training,3.182086692178964
random,training,3.1505500574400322
random,training,3.0864760408821565
random,training,3.1992527963120265
random,training,3.191168167106968
random,training,3.1841385791275156
random,training,3.197937907997089
random,training,3.18506068863678
random,training,3.127167414211599
random,training,3.112979982231301
random,training,3.0798121224409623
random,training,3.0360732151970358
random,training,3.044257348634349
random,training,3.0790509720963364
random,training,3.0708649203873986
random,training,3.110058989197711
random,training,3.1012339100899853
random,training,3.050522940494627
random,training,3.0642098964395355
random,training,3.0837557322862805
random,training,3.13773277011169
random,training,3.172463627432041
random,training,3.1930281267827265
random,training,3.216885427796981
random,training,3.1992072903820445
random,training,3.2030768507797247
random,training,3.1856389658206425
random,training,3.1852154111633086
random,training,3.1414655404830234
random,training,3.080097836698533
random,training,3.06797300469642
random,training,3.038640646660122
random,training,3.060426612859572
random,training,3.0985869612504024
random,training,3.0815828764911934
random,training,3.0486725894446507
random,training,3.1095763937674774
random,training,3.0694157759877783
random,training,3.040676539541677
random,training,3.0577501577560557
random,training,3.0732619596144066
random,training,3.1631306777014174
random,training,3.1266812072996415
random,training,3.092037564046724
random,training,3.1866435328251215
random,training,3.123282050726204
random,training,3.1890906810326674
random,training,3.076294089809203
random,training,3.0305648900985176
random,training,3.0708433492510094
random,training,3.015012159036437
random,training,3.0669560799712134
random,training,2.997728031488093
random,training,2.943097966004868
random,training,2.9595453277542174
random,training,2.8935813522135048
random,training,2.979694943891766
random,training,2.968956050082623
random,training,2.957655007444825
random,training,2.948730191048073
random,training,2.9325734087977793
random,training,2.9547167377968906
random,training,2.8810087760890237
random,training,2.8613760728405224
random,training,2.908470046198192
random,training,2.9150405337920007
random,training,2.89485665270754
random,training,2.9657188454257186
random,training,2.934690177563604
random,training,2.9056701935731812
random,training,2.960329216568196
random,training,2.9457471270476505
random,training,2.9900244805015728
random,training,3.0012717433286933
random,training,2.986838818297644
random,training,3.0380572773758767
random,training,3.0844773617747
random,training,3.0526465483193177
random,training,3.003777962068507
random,training,2.9415063962608645
random,training,2.911041443523895
random,training,3.0033323686562863
random,training,2.9918049388870354
random,training,2.9568922621706673
random,training,2.965030401420405
random,training,2.9756662003128236
random,training,3.0271071399444676
random,training,3.031411639245584
random,training,3.093690281124511
random,training,3.1292387132018473
random,training,3.0646246343459893
random,training,2.9850191430703887
random,training,2.9919473951272413
random,training,2.9680694165136092
random,training,2.861026101917771
random,training,2.9174450216803858
random,training,2.917116378768948
random,training,2.8860087214450605
random,training,2.9327435067497567
random,training,2.932588170848807
random,training,2.9306610915280773
random,training,2.8559029835461285
random,training,2.900546991973501
random,training,2.8860477155940867
