Neighborhood,Reference,Distance
custom,training,2.4689411530063436
custom,training,2.102229043978277
custom,training,1.9545508951106572
custom,training,2.7027339793637206
custom,training,2.099594591924269
custom,training,2.4399292010046034
custom,training,2.469941810082549
custom,training,2.2052177342881705
custom,training,2.431811986288914
custom,training,2.3261899065537186
custom,training,1.8941404342263573
custom,training,1.8605370424840728
custom,training,2.1978344901007976
custom,training,2.4352402090105856
custom,training,2.1447889230061707
custom,training,2.3297684710744315
custom,training,2.393359417767091
custom,training,2.3205931545945107
custom,training,2.2070959608418885
custom,training,1.9401177200745687
custom,training,2.237617374662974
custom,training,2.066738550357234
custom,training,2.359922021638166
custom,training,2.4154150286611897
custom,training,1.724038014583233
custom,training,2.1568580057260505
custom,training,2.4726646393360214
custom,training,2.365169363641075
custom,training,2.248175329980552
custom,training,2.407351191970838
custom,training,2.134592795072223
custom,training,2.639063346499962
custom,training,2.1352996829944653
custom,training,2.4229758316664287
custom,training,2.0423196850764347
custom,training,2.228397721352676
custom,training,2.423469748186042
custom,training,2.330700605850037
custom,training,2.693204836521202
custom,training,2.636193020133808
custom,training,2.0494511463838343
custom,training,2.310612519067227
custom,training,2.295362553040513
custom,training,2.4386992427231915
custom,training,2.0295411114983914
custom,training,2.1478627471421343
custom,training,2.1233811558317783
custom,training,2.218812257608645
custom,training,2.0138701232092013
custom,training,1.984416854924139
custom,training,2.246208070771297
custom,training,2.472163814299007
custom,training,2.183393106138217
custom,training,2.13141958085745
custom,training,2.572648529048863
custom,training,2.258234423391489
custom,training,2.5050519307527943
custom,training,2.5704287602235234
custom,training,1.9473280406400653
custom,training,2.232015532623766
custom,training,2.2410846061902303
custom,training,2.361130192793169
custom,training,2.264232150302099
custom,training,2.088476209376885
custom,training,2.644229225755565
custom,training,2.411777186238736
custom,training,2.262888360378448
custom,training,2.426690591354714
custom,training,2.2338100158179355
custom,training,2.192923224817801
custom,training,2.0847637599412234
custom,training,2.5594549292588895
custom,training,2.3264872678962685
custom,training,1.9733641524952104
custom,training,2.1948494521947133
custom,training,2.550546269688139
custom,training,2.471508274301643
custom,training,2.2360534968385024
custom,training,2.1061503095673446
custom,training,2.117509963281523
custom,training,2.290863327254998
custom,training,2.2321441609978994
custom,training,2.0727091791344376
custom,training,2.1466083956978603
custom,training,2.2437260564770596
custom,training,2.0253064173266906
custom,training,2.116535501927107
custom,training,2.2310410198659474
custom,training,2.458130775421932
custom,training,2.7775149003382245
custom,training,2.2516229868125746
custom,training,2.357052924327228
custom,training,2.1854261776006543
custom,training,2.402504527717747
custom,training,2.2383767236447762
custom,training,2.2494003146493164
custom,training,2.162102117857145
custom,training,2.5682214284604057
custom,training,2.1720302410129526
custom,training,2.4816837971195027
custom,training,2.5171999038505075
custom,training,2.335063922799172
custom,training,2.558713475997506
custom,training,2.168052380518203
custom,training,1.9587915110223946
custom,training,2.2568572411916152
custom,training,2.145925284074747
custom,training,2.5193565259434267
custom,training,2.419881315744958
custom,training,2.085622400215758
custom,training,2.151480657596247
custom,training,2.4148418921781483
custom,training,2.3543350787740893
custom,training,2.491751276848988
custom,training,2.733239429074329
custom,training,2.1719096383909906
custom,training,2.193651982488726
custom,training,2.4780118763707795
custom,training,2.422833485740703
custom,training,1.963941887919324
custom,training,2.341506671728075
custom,training,2.2023377644573325
custom,training,2.439952750435933
custom,training,1.936915368523671
custom,training,2.6266836097582713
custom,training,2.232881168332996
custom,training,2.166332481067448
custom,training,2.2054565302517077
custom,training,2.184874925485399
custom,training,2.2152429910660576
custom,training,1.9657670102160754
custom,training,2.5015265584975577
custom,training,2.329470526502441
custom,training,2.32031582754791
custom,training,2.0505353286003416
custom,training,2.0755167205068883
custom,training,2.338146172447217
custom,training,2.4404522976351917
custom,training,2.28408842444688
custom,training,2.4559952771099853
custom,training,2.345070518270841
custom,training,2.377558449155469
custom,training,2.17362166923537
custom,training,2.039410027427673
custom,training,2.020554320552431
custom,training,2.129183893416223
custom,training,2.10785919512631
custom,training,2.1082499195885878
custom,training,2.6852000797550857
custom,training,2.1862257623309542
custom,training,2.064398109613851
custom,training,2.342774776206134
custom,training,2.3727130772269844
custom,training,1.89742881577053
custom,training,1.9572133301668626
custom,training,2.4947707003045916
custom,training,2.6346205524787956
custom,training,2.10358932327655
custom,training,2.403229283034153
custom,training,2.2842886214710307
custom,training,1.8043995434705105
custom,training,2.5586292503692523
custom,training,2.0822045850917177
custom,training,2.196989807140639
custom,training,2.0846491671159604
custom,training,2.058537668022967
custom,training,2.1472317084036066
custom,training,2.5451588164162593
custom,training,2.3156645790369
custom,training,2.168537324209682
custom,training,2.3944344837931753
custom,training,2.1630681534581644
custom,training,2.5861875899954456
custom,training,2.6151644308859794
custom,training,2.221702107629701
custom,training,2.412123779652715
custom,training,2.046710466949869
custom,training,2.336808233711731
custom,training,2.2961625969799138
custom,training,2.533214731745227
custom,training,2.5921664368524313
custom,training,2.3858925156579778
custom,training,2.5666160106091707
custom,training,2.2530167759656883
custom,training,2.370736039775945
custom,training,2.3684321906931705
custom,training,2.134051039330058
custom,training,2.234206120929827
custom,training,2.3565053371917366
custom,training,2.4268824615833786
custom,training,2.002255686871707
custom,training,2.4789223487053698
custom,training,2.4795426604740545
custom,training,2.470642689219654
custom,training,2.260433043817523
custom,training,2.217583234826606
custom,training,2.484042502818022
custom,training,2.045542424485445
custom,training,2.6811203736401374
custom,training,2.50780847444068
custom,training,2.497390092074684
custom,training,2.2630703669277237
custom,training,2.5671491268215543
custom,training,2.2552325392637522
custom,training,2.190426595475756
custom,training,2.4168410600687693
custom,training,1.9300890684121952
custom,training,2.15860557517215
custom,training,2.196722294345535
custom,training,2.142800305139296
custom,training,2.54221572112189
custom,training,2.0763563986650264
custom,training,2.428620376435589
custom,training,2.553044031251405
custom,training,2.227617025785387
custom,training,2.2284071729243133
custom,training,2.5914820632463473
custom,training,2.2777430693295417
custom,training,2.2515435574082483
custom,training,2.47514162020387
custom,training,2.288698957378061
custom,training,2.683795467643696
custom,training,2.459825580736507
custom,training,2.177290438951103
custom,training,2.0802460286222084
custom,training,2.0847579624215755
custom,training,2.3588871117873347
custom,training,2.5569274547207748
custom,training,2.2084414572231443
custom,training,2.5446658685760157
custom,training,2.260686927319242
custom,training,2.433140998269628
custom,training,2.3662580845684364
custom,training,2.023804699503587
custom,training,2.1022310927004195
custom,training,2.11030508042161
custom,training,2.365078093910707
custom,training,2.1969106111478314
custom,training,2.2091601308004467
custom,training,2.5668878188780555
custom,training,2.635698589057892
custom,training,2.262259201464439
custom,training,1.9963330029094573
custom,training,2.5058829395430355
custom,training,2.499166840457779
custom,training,2.071471740559035
custom,training,2.0844920574450048
custom,training,2.235374148201897
custom,training,2.692370956574335
custom,training,2.2634912728693775
custom,training,1.88105951332226
custom,training,2.233745711109174
custom,training,1.9848641983993678
custom,training,2.393731375052649
custom,training,2.1502281773278487
custom,training,2.2769843554685734
custom,training,2.2289421646717
custom,training,2.4320160479318687
custom,training,2.249905548493096
custom,training,2.2959457751188226
custom,training,1.9397271925499269
custom,training,2.386944365391921
custom,training,2.5152350340468086
custom,training,2.0993812922097295
custom,training,2.125428606274615
custom,training,2.028147662565901
custom,training,2.284356473767238
custom,training,2.7793864800432306
custom,training,2.2385233115135326
custom,training,2.4245802818012323
custom,training,2.3192839311028006
custom,training,2.228451839432463
custom,training,2.43561152019524
custom,training,2.371008183648292
custom,training,2.072681929234831
custom,training,1.9078763359633966
custom,training,2.181265511720888
custom,training,2.2886460141569787
custom,training,2.5311586222015863
custom,training,2.3320510420101224
custom,training,2.2516719248072703
custom,training,2.1902845465530083
custom,training,2.299912501793459
custom,training,2.2699921612702405
custom,training,2.486170707579474
custom,training,2.452282029581711
custom,training,2.1500205944509263
custom,training,2.140841300321977
custom,training,2.36722897965918
custom,training,2.5148677781165265
custom,training,2.4303878689752407
custom,training,2.343744770232564
custom,training,2.1113001553112
custom,training,2.1523871744429233
custom,training,2.090872352200031
custom,training,2.3147921915463847
custom,training,2.1498261129123675
custom,training,2.4245189329906727
custom,training,2.3310856626766565
custom,training,2.2194974621933907
custom,training,2.285426260165334
custom,training,2.356709690524024
custom,training,2.146655951331662
custom,training,1.980092518381956
custom,training,1.9465711616898072
custom,training,2.1521300548632745
custom,training,2.2748377711644516
custom,training,2.268155654540968
custom,training,2.0317709509669744
custom,training,1.9832048766357013
custom,training,2.2295925157220333
custom,training,2.451951066160758
custom,training,2.479229676209113
custom,training,2.2629478951340265
custom,training,2.2459604832902142
custom,training,2.5248565160131093
custom,training,2.2946189747682433
custom,training,2.253948884036977
custom,training,2.336107388691812
custom,training,2.5145128837823325
custom,training,2.044524580905604
custom,training,2.631525671548556
custom,training,2.583034951619687
custom,training,2.243686947871973
custom,training,2.4561129603592917
custom,training,2.570093366090209
custom,training,2.5863012332134474
custom,training,1.9291377224361421
custom,training,2.0249133146933675
custom,training,2.3587189319453423
custom,training,2.501789428262214
custom,training,2.3723986949398874
custom,training,2.298047249549449
custom,training,2.192724212774252
custom,training,2.417038358494902
custom,training,2.4258949072023865
custom,training,2.5166639715681756
custom,training,2.4314245322317354
custom,training,2.1565391929185362
custom,training,2.709198003927175
custom,training,2.3286918048902128
custom,training,2.406346490515906
custom,training,2.281248674492946
custom,training,2.3669536191927016
custom,training,2.0870048129474608
custom,training,2.288435676534574
custom,training,2.598631690606012
custom,training,2.3997616768049252
custom,training,2.206670732146577
custom,training,2.2806151334837796
custom,training,2.222393680596295
custom,training,2.393510434313045
custom,training,2.7037288246874964
custom,training,2.2540776848880593
custom,training,2.244665335964775
custom,training,2.163156140253911
custom,training,2.320897706431268
custom,training,2.6123618054228577
custom,training,2.4782526631674244
custom,training,2.379501840495207
custom,training,2.3029964816731807
custom,training,2.5053333361699313
custom,training,2.2342823163284735
custom,training,1.9949556603833483
custom,training,2.310294039144783
custom,training,2.3868749094910955
custom,training,2.689830938871747
custom,training,2.42283111467479
custom,training,2.3218047825273116
custom,training,2.280111262031956
custom,training,2.005537278809508
custom,training,2.3931349868872704
custom,training,2.316782665448643
custom,training,2.0522969215886464
custom,training,1.965856211484971
custom,training,2.186901394312011
custom,training,2.022441828283111
custom,training,2.57943981097032
custom,training,2.3705000404242624
custom,training,2.3614977898495666
custom,training,2.194940359601903
custom,training,2.2499075630194776
custom,training,2.003899560361523
custom,training,2.3664528906336724
custom,training,2.3074302313825528
custom,training,2.261948843290123
custom,training,2.332773943916181
custom,training,2.2412191212867074
custom,training,2.7748512644488392
custom,training,2.3850470956701453
custom,training,2.521931598701024
custom,training,2.51581102318315
custom,training,2.544872566150487
custom,training,2.3974856569266567
custom,training,2.46768796700514
custom,training,2.3222500185787727
custom,training,2.185398274451584
custom,training,2.0455309854199735
custom,training,2.507029383176613
custom,training,2.7523247963199178
custom,training,2.1948494724267835
custom,training,2.302229526551986
custom,training,2.0921558930869213
custom,training,2.5660950574340076
custom,training,2.3890097206093106
custom,training,2.0255682187769457
custom,training,2.3295654299305424
custom,training,1.7284995999733328
custom,training,2.347913231116438
custom,training,2.003723358625377
custom,training,2.503193089251948
custom,training,2.544818866424098
custom,training,2.3303589622901026
custom,training,2.478316417200612
custom,training,2.199519456206804
custom,training,2.5346387621027358
custom,training,2.4550554836493133
custom,training,2.1379731833390974
custom,training,1.9950499902664276
custom,training,2.549543274722036
custom,training,2.3952794816489824
custom,training,2.0606162745236998
custom,training,2.261886959754439
custom,training,2.423842150439562
custom,training,2.5893619803731904
custom,training,2.3746670861063595
custom,training,2.0315725820153463
custom,training,2.26602326876472
custom,training,2.121121415724798
custom,training,2.097464459519264
custom,training,2.708080281860956
custom,training,2.2625279873896997
custom,training,2.2066889436283494
custom,training,2.3774282847145995
custom,training,2.0743095692818128
custom,training,2.058552457451753
custom,training,1.953600169736504
custom,training,2.325398502246458
custom,training,2.3433940071781487
custom,training,2.36937466550398
custom,training,1.9283992508004426
custom,training,2.303097963836649
custom,training,2.309549320716358
custom,training,2.5337515204664114
custom,training,2.304689244558538
custom,training,2.526494947763578
custom,training,2.1583898366528116
custom,training,2.409082424421692
custom,training,2.429539370920703
custom,training,2.45174346982432
custom,training,2.24840616695523
custom,training,2.0602540341108817
custom,training,2.2145750919697935
custom,training,2.2536347782767625
custom,training,2.4144144667320266
custom,training,2.5085273930909797
custom,training,2.089369648058614
custom,training,2.2910917265783324
custom,training,2.2151944589104717
custom,training,2.452146431562429
custom,training,1.963956111997888
custom,training,2.4683815841964987
custom,training,2.1833421559459305
custom,training,2.7724394707301796
custom,training,1.9875589644153222
custom,training,2.1466256996190634
custom,training,2.2369883324133277
custom,training,2.340098555081971
custom,training,1.9635645445329948
custom,training,2.060043948742483
custom,training,2.2132588421730706
custom,training,2.0077886822623223
custom,training,1.9741151739899643
custom,training,1.8486052492235354
custom,training,2.1356058214287104
custom,training,2.233381252222947
custom,training,2.098157190194293
custom,training,2.2870098728432624
custom,training,1.8079756479948776
custom,training,2.21320194852578
custom,training,2.132309348671181
custom,training,2.037615385894705
custom,training,2.636416837815357
custom,training,2.0865598007139883
custom,training,2.1740166626215136
custom,training,2.54046667803405
custom,training,2.3090813723968577
custom,training,2.4852186313219993
custom,training,2.150231986834716
custom,training,2.573215944770071
custom,training,1.9450505559268143
custom,training,2.096882463222387
custom,training,2.4201603354649097
custom,training,2.5321807895692
custom,training,2.4613918268477777
custom,training,2.3661579263599153
custom,training,2.225045109737206
custom,training,1.9945017958526754
custom,training,2.1172210381818313
custom,training,2.5598024623386832
custom,training,2.2696211162106286
custom,training,2.2067014764295987
custom,training,2.155049465665197
custom,training,2.4791490377785603
custom,training,2.0674399315799503
custom,training,2.194663808617379
custom,training,2.207545411395107
custom,training,2.2850834635500887
custom,training,2.2922599495534093
custom,training,2.3349911855281293
custom,training,2.0411486061057222
custom,training,2.4585859237038377
custom,training,2.0472472157985315
custom,training,1.9547079038696724
custom,training,2.451500940597942
custom,training,2.196661144750477
custom,training,1.869388130043232
custom,training,2.277726403261375
custom,training,2.2775801522087304
custom,training,2.6040574208613902
custom,training,2.2568945926744264
custom,training,2.2844233710531747
custom,training,2.2793119448918997
custom,training,2.581840598198149
custom,training,2.538168819369607
custom,training,2.5132872246221165
custom,training,2.1256407845878424
custom,training,2.1926096089072944
custom,training,2.05009564387487
custom,training,2.179922309319014
custom,training,1.8255546733269292
custom,training,2.186971792883309
custom,training,2.2340239187318085
custom,training,2.1334555522690626
custom,training,2.4304761777117947
custom,training,2.460057030341673
custom,training,2.645903450045759
custom,training,2.1862735215929034
custom,training,2.251344299081079
custom,training,2.3607259760479415
custom,training,2.208100478103644
custom,training,2.1846356185158893
custom,training,2.351676625187085
custom,training,2.3091501573611306
custom,training,2.2234566487351235
custom,training,2.2928585158558623
custom,training,2.014195191191958
custom,training,2.571873886783513
custom,training,2.415409691128971
custom,training,1.9734719129232783
custom,training,2.3102049239770475
custom,training,2.3635519302408845
custom,training,2.0933699259770853
custom,training,2.1205193038801102
custom,training,2.18894985586334
custom,training,2.437287589667458
custom,training,2.45202383054637
custom,training,1.9450484012197888
custom,training,2.0137937260493284
custom,training,2.163161155798581
custom,training,1.9885265676454835
custom,training,2.2758052930086787
custom,training,2.057421271506973
custom,training,1.8030278299537938
custom,training,2.5259982191041055
custom,training,2.2866704350670957
custom,training,2.3959338712591833
custom,training,2.4995187522330937
custom,training,2.327054189825362
custom,training,2.194468586243433
custom,training,2.075247875508329
custom,training,2.433787770460637
custom,training,2.211233922609538
custom,training,2.2666841782822043
custom,training,1.8795020138059697
custom,training,2.29320184792316
custom,training,2.3252714759252684
custom,training,2.6214873210181753
custom,training,2.041629115217867
custom,training,2.486573457703081
custom,training,2.4219304454493336
custom,training,2.3633236513158495
custom,training,2.226592160367248
custom,training,2.469396253284667
custom,training,2.48301729285381
custom,training,2.4199091005782924
custom,training,2.348281270830459
custom,training,2.4780609263332085
custom,training,2.401095757357329
custom,training,2.401430341954528
custom,training,2.3995230982143196
custom,training,1.996804056223643
custom,training,2.420906419222764
custom,training,2.1469442901210725
custom,training,2.368407593952293
custom,training,2.0620440155132225
custom,training,2.295502290248324
custom,training,2.152803292084543
custom,training,2.35484890470159
custom,training,2.192017453159126
custom,training,2.453462635672536
custom,training,2.5721721725266504
custom,training,2.3305506476217968
custom,training,2.1618549575585324
custom,training,2.4112783328682745
custom,training,2.186161830492731
custom,training,2.281489219939605
custom,training,2.0633402365924325
custom,training,2.2042618375838843
custom,training,2.431048172863223
custom,training,2.447783859732056
custom,training,2.3070093962297262
custom,training,2.1484526968126203
custom,training,1.9720731892884311
custom,training,2.1494617470167467
custom,training,2.3498226831952223
custom,training,2.340132519489588
custom,training,1.7531100944991111
custom,training,2.1573071842516662
custom,training,2.2169863910864054
custom,training,2.729604366086704
custom,training,2.3419055356232024
custom,training,2.1461543498652462
custom,training,2.495720712475395
custom,training,2.706667130611182
custom,training,2.3166669542207385
custom,training,2.5844094448729886
custom,training,2.15168242163009
custom,training,2.2833160646143256
custom,training,2.75371146637574
custom,training,2.0758174986182585
custom,training,2.115776496497228
custom,training,2.1736884848189004
custom,training,2.2511151773802918
custom,training,2.1337574045081613
custom,training,2.0580083526763975
custom,training,2.13877271642966
custom,training,2.3233957826354374
custom,training,2.109552202752285
custom,training,2.276126569103624
custom,training,2.3513534256337887
custom,training,2.2630793091942474
custom,training,2.4909502841813116
custom,training,2.396144019646213
custom,training,2.49454558592271
custom,training,2.650285625475226
custom,training,2.496394971956132
custom,training,2.7148710573228736
custom,training,2.3026735480891953
custom,training,2.360379115585373
custom,training,2.2353778182743134
custom,training,2.2351636135510815
custom,training,2.0917416734163647
custom,training,2.288576966502539
custom,training,2.113380277428848
custom,training,2.4211820321743964
custom,training,2.2507862362521833
custom,training,2.288071570797006
custom,training,2.084046783111481
custom,training,2.1922671345092666
custom,training,2.7700286012689497
custom,training,2.581650866071927
custom,training,2.4082983709471
custom,training,2.087888627130816
custom,training,2.3182152750716987
custom,training,2.4126935728888084
custom,training,2.43697317237237
custom,training,2.558128496359071
custom,training,2.1157291034910837
custom,training,2.18404709102737
custom,training,2.2509788843527283
custom,training,2.1216578352655056
custom,training,2.2571345682462596
custom,training,2.1416256275229717
custom,training,2.0035503293740824
custom,training,2.2522489434481225
custom,training,2.3214671551864723
custom,training,2.264579758191249
custom,training,2.0906229083150123
custom,training,2.4978374122233817
custom,training,2.3317309738775434
custom,training,2.2618787231406414
custom,training,2.5724073387227406
custom,training,2.3404261513318763
custom,training,2.590767682037887
custom,training,2.575026770889504
custom,training,2.1217211794179844
custom,training,2.258322855258037
custom,training,2.3976801991747534
custom,training,2.2672568276679157
custom,training,2.3965826252651135
custom,training,2.1271288202512353
custom,training,2.391352492711004
custom,training,1.9358663419776088
custom,training,2.253497485168537
custom,training,2.1908780984467877
custom,training,2.25546654535874
custom,training,2.210116831295763
custom,training,2.1747404531172982
custom,training,2.320419775820786
custom,training,2.3259883116318147
custom,training,2.1405059453846333
custom,training,2.150551290322814
custom,training,2.4741952334017965
custom,training,2.3575863682969556
custom,training,2.2323465640138953
custom,training,2.2110494503949822
custom,training,2.5387606874919144
custom,training,2.316984988958892
custom,training,2.3747973064012275
custom,training,1.9322130479155644
custom,training,2.243963089276404
custom,training,2.4141799787025144
custom,training,2.274055443266954
custom,training,2.1724882751883023
custom,training,2.427427720393985
custom,training,2.5046175987085104
custom,training,2.254063086002856
custom,training,2.2987702926481104
custom,training,2.3111533850635766
custom,training,2.2749063953632405
custom,training,2.1312559141936767
custom,training,2.256233193953824
custom,training,2.47759526843421
custom,training,2.610258586561002
custom,training,2.3037375401974294
custom,training,2.222043633414966
custom,training,2.1129295757782165
custom,training,1.902138594109305
custom,training,2.4925310730376973
custom,training,2.2186086191850545
custom,training,2.447317763334576
custom,training,2.225002533037824
custom,training,2.851225715895177
custom,training,2.1767598149290763
custom,training,1.922400418110492
custom,training,2.428137599538016
custom,training,2.3025321254324176
custom,training,2.216539733793866
custom,training,2.0549288451188756
custom,training,2.2253734388744313
custom,training,2.168733121847437
custom,training,1.95267742604787
custom,training,2.127258666339912
custom,training,2.408399256208664
custom,training,2.007930782924874
custom,training,2.176187019955684
custom,training,2.098715108622455
custom,training,2.344061654552549
custom,training,2.1550344985028698
custom,training,2.3691716405165426
custom,training,2.3242335369482596
custom,training,2.3818229586446718
custom,training,2.42807069893846
custom,training,2.21511626665484
custom,training,2.141255890604759
custom,training,2.101627801546464
custom,training,2.241055419910788
custom,training,2.642391328259228
custom,training,2.2760861391938634
custom,training,2.030439954450919
custom,training,2.2733662469974267
custom,training,2.0903340366281644
custom,training,2.45600891562451
custom,training,2.3529535528695096
custom,training,2.4264510688352865
custom,training,2.201553154156712
custom,training,2.193557141671544
custom,training,2.4188764037021
custom,training,2.47144664249041
custom,training,2.3476919860416112
custom,training,2.107959459066642
custom,training,2.681907737380614
custom,training,2.302908661916481
custom,training,2.2317384161164635
custom,training,2.151178067619452
custom,training,2.2081931600393374
custom,training,2.434272680265246
custom,training,2.1651385728234236
custom,training,2.5300917743513427
custom,training,2.5640063394349486
custom,training,2.1278636823754913
custom,training,2.0678528864683794
custom,training,2.0438130713420395
custom,training,2.2850793394832496
custom,training,2.4657205771399306
custom,training,2.4527263331867197
custom,training,2.322166602901388
custom,training,1.9356425424282322
custom,training,2.4633778107599142
custom,training,2.4838860605463773
custom,training,2.309835744746567
custom,training,2.5256803211246908
custom,training,2.318753767453941
custom,training,2.2649643235466193
custom,training,2.262542341372218
custom,training,2.287017966607313
custom,training,2.5650248694254265
custom,training,1.7618746303332895
custom,training,2.5725485054924984
custom,training,2.3584700343536924
custom,training,2.6743904905946065
custom,training,1.8511265598235176
custom,training,2.392954346358313
custom,training,2.5266305094047907
custom,training,2.395975860022995
custom,training,2.5975850208045457
custom,training,2.2994361834649144
custom,training,2.274191694390497
custom,training,1.9650146331947895
custom,training,2.2776843578180737
custom,training,2.327502841193432
custom,training,2.079314819692406
custom,training,2.347058292880863
custom,training,2.0717008355960336
custom,training,2.4209791025550373
custom,training,2.833733019047037
custom,training,2.2831239905667795
custom,training,2.942723020135688
custom,training,2.075559264049086
custom,training,2.0704450588848355
custom,training,1.8286112222238313
custom,training,2.333184372646546
custom,training,2.3525543624249905
custom,training,2.423887375243914
custom,training,2.1093017511101704
custom,training,2.0570424679892203
custom,training,2.2290981818519326
custom,training,2.0640765830833683
custom,training,2.1497709337462716
custom,training,2.0287446046866355
custom,training,2.2797903620039195
custom,training,2.476333872439752
custom,training,2.142039400446707
custom,training,2.4065336757630886
custom,training,2.0753072533319026
custom,training,2.255461919589542
custom,training,2.083408967755749
custom,training,2.1136109493770676
custom,training,2.252988113074925
custom,training,2.195110955892708
custom,training,2.619806528535617
custom,training,2.2027183952263045
custom,training,1.8470998051109726
custom,training,2.1459699323993022
custom,training,2.119139923032985
custom,training,2.203867605364007
custom,training,2.1517031905756565
custom,training,2.329706330472563
custom,training,2.1270367217509447
custom,training,2.243497433893459
custom,training,2.5933582023683437
custom,training,2.5275344565101765
custom,training,2.1341492001833022
custom,training,2.0041521226002788
custom,training,2.090855026051458
custom,training,2.406215628647004
custom,training,2.2466689854902344
custom,training,2.100230846455216
custom,training,2.116326047265402
custom,training,2.046091676778708
custom,training,2.271020953093543
custom,training,2.3513309397853006
custom,training,2.0320088560128853
custom,training,2.6558184669645226
custom,training,2.181304179037754
custom,training,2.6655464296124642
custom,training,1.9623738047154173
custom,training,2.069156679403723
custom,training,2.3168750083532226
custom,training,2.2912748151585016
custom,training,2.5855329644005924
custom,training,1.7954130690038113
custom,training,2.1541836813385378
custom,training,2.7406748312448643
custom,training,2.4210728304736553
custom,training,2.26640376604673
custom,training,2.0072043757222904
custom,training,2.501626442203431
custom,training,2.2066841390262586
custom,training,2.323529130225575
custom,training,1.8940150857258116
custom,training,2.3642823081701683
custom,training,2.1298706939903655
custom,training,2.5119711189109863
custom,training,2.270992404541978
custom,training,2.2734474570029337
custom,training,2.176040127397243
custom,training,2.1750207906392034
custom,training,2.307229006019449
custom,training,2.785219483489995
custom,training,2.518517223633758
custom,training,2.2011189476137885
custom,training,1.9951171924661564
custom,training,2.336414189231913
custom,training,2.547335751088677
custom,training,2.335028768376246
custom,training,2.269878309226074
custom,training,2.148966280379216
custom,training,2.2869411753177364
custom,training,2.30291680984123
custom,training,2.4500747458190464
custom,training,2.087547280553525
custom,training,2.1045892177423133
custom,training,2.3007972924481863
custom,training,2.307620982097218
custom,training,2.0762859809910674
custom,training,2.1789913862672603
custom,training,2.003382881572404
custom,training,2.2335810555448408
custom,training,2.3722529772438943
custom,training,2.3441991781852063
custom,training,2.33590815601183
custom,training,2.6776418802067616
custom,training,2.4688677999234008
custom,training,2.811710259789257
custom,training,2.4484841125714945
custom,training,2.142760903558916
custom,training,2.5687910923472597
custom,training,2.020079118960136
custom,training,2.225573629418574
custom,training,2.1112971321730805
custom,training,2.2724368789735054
custom,training,1.9100873220850287
custom,training,1.8097521417927538
custom,training,2.0009954194557733
custom,training,2.5905555574427215
custom,training,2.3441641690797224
custom,training,2.2863900961278234
custom,training,2.4860982028184044
custom,training,2.382021568701953
custom,training,2.108577034619827
custom,training,2.00735038709332
custom,training,2.3131044259174476
custom,training,2.5469147475930547
custom,training,2.764012226388752
custom,training,2.3095979476376387
custom,training,2.0414803917468918
custom,training,1.8112304787517794
custom,training,2.1912483526995588
custom,training,2.383816084286664
custom,training,2.4497342035502947
custom,training,2.024106218219191
custom,training,2.422103217255609
custom,training,2.433594821456797
custom,training,2.536108327129653
custom,training,2.2124706263238845
custom,training,2.3356753724794173
custom,training,2.298801693315338
custom,training,2.2739326887129643
custom,training,2.2532307965920806
custom,training,2.281908085302836
custom,training,2.2178257093995706
custom,training,2.3336283936546436
custom,training,2.1304445222987085
custom,training,2.191827673665209
custom,training,2.079780470514447
custom,training,2.3296142542422915
custom,training,2.3744827611788337
custom,training,2.4014395816465406
custom,training,2.735728431656035
custom,training,1.96136043888595
custom,training,2.317898516904404
custom,training,2.125419328743956
custom,training,2.224981834519442
custom,training,2.4202299242891585
custom,training,2.361946235427719
custom,training,2.089983950068354
custom,training,2.0420129452756366
custom,training,2.8774516651091635
custom,training,2.337417863081529
custom,training,1.9492885220016694
custom,training,2.070743602136369
custom,training,2.305427896020328
custom,training,2.3123189956838295
custom,training,2.178693980870157
custom,training,1.9743534885090381
custom,training,2.4132399367236594
custom,training,2.4553498472283435
custom,training,2.292724703920636
custom,training,2.214074409369335
custom,training,2.4828107378927973
custom,training,1.9477937659186069
custom,training,2.3774319464957174
custom,training,2.396403443443419
custom,training,2.6969213856887846
custom,training,2.3062150466865425
custom,training,2.1783897483996895
custom,training,2.172604576175147
custom,training,2.4696379672271824
custom,training,2.2868286100491475
custom,training,2.009380558660249
custom,training,2.501253786480056
custom,training,2.512244094549104
custom,training,2.101539756488057
custom,training,2.4715481089950964
custom,training,2.4153080159127973
custom,training,2.1776665630954084
custom,training,2.4602191145426047
custom,training,2.53568275478036
custom,training,1.954201943645858
custom,training,2.72834345836317
custom,training,2.3891838299738892
custom,training,2.491378065655943
custom,training,2.084700236094727
custom,training,2.3871304928313855
custom,training,2.1568984329449714
custom,training,2.7797652741440824
custom,training,2.251226748967063
custom,training,2.3340726938723266
custom,training,2.338116975231576
custom,training,2.5309669637127485
custom,training,2.267138584409626
custom,training,2.256984375347193
custom,training,2.326508090419688
custom,training,2.3882024799835255
custom,training,2.404057689625726
custom,training,2.574358520010801
custom,training,2.3299593535400267
custom,training,2.2129201879952545
custom,training,2.161194105276903
custom,training,2.3644370876522895
custom,training,2.426132475872152
custom,training,2.495505793420022
custom,training,2.3172170259134783
custom,training,2.427040744430963
custom,training,2.170196491225692
custom,training,2.3608240134948764
custom,training,2.0266668168949753
custom,training,2.2673361707119595
custom,training,2.279283329054011
custom,training,2.2347209418341567
